"249180010","PSZCZYNA                      ","2024","08","01",24.5,,16.1,,20.1,,13.9,,1.3,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","08","02",25.9,,12.3,,18.8,,11.6,,26.4,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","08","03",26.3,,12.4,,18.0,,13.1,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","04",20.0,,10.2,,15.7,,9.2,,2.6,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","08","05",20.7,,13.8,,17.5,,12.2,,0.3,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","08","06",22.4,,12.3,,18.2,,12.4,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","07",25.8,,9.8,,19.0,,8.8,,0.1,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","08","08",27.8,,14.5,,19.7,,14.5,,5.6,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","08","09",24.8,,14.6,,19.6,,10.3,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","10",26.9,,16.2,,22.3,,10.7,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","11",28.1,,14.8,,21.7,,12.7,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","12",27.8,,12.0,,20.2,,10.9,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","13",28.8,,11.6,,20.5,,10.4,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","14",29.4,,12.6,,21.5,,12.2,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","15",29.5,,15.1,,22.3,,14.6,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","16",31.2,,16.6,,24.2,,15.6,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","17",29.8,,17.1,,23.3,,11.2,,3.8,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","08","18",29.7,,17.6,,23.8,,16.6,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","19",25.8,,17.1,,20.5,,15.6,,0.2,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","08","20",26.2,,16.1,,20.8,,16.1,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","21",25.2,,15.6,,20.4,,16.6,,53.8,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","08","22",21.8,,10.6,,17.2,,9.2,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","23",28.3,,13.1,,20.8,,8.5,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","24",31.4,,12.8,,22.2,,11.7,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","25",31.2,,13.6,,21.7,,13.1,,3.4,,"W",,"9"
"249180010","PSZCZYNA                      ","2024","08","26",24.3,,11.6,,17.6,,14.1,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","27",25.6,,13.1,,19.8,,12.2,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","28",29.9,,15.1,,21.9,,14.6,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","29",30.3,,14.6,,21.7,,13.1,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","30",31.6,,14.1,,22.5,,12.2,,,"9",,,"9"
"249180010","PSZCZYNA                      ","2024","08","31",29.2,,14.4,,21.3,,12.7,,,"9",,,"9"
"249180160","BRENNA                        ","2024","08","01",23.6,,10.3,,18.1,,11.5,,1.8,,"W",,"9"
"249180160","BRENNA                        ","2024","08","02",25.4,,12.3,,19.1,,10.5,,15.3,,"W",,"9"
"249180160","BRENNA                        ","2024","08","03",20.9,,11.2,,15.6,,9.9,,6.6,,"W",,"9"
"249180160","BRENNA                        ","2024","08","04",24.3,,9.0,,16.8,,7.1,,1.6,,"W",,"9"
"249180160","BRENNA                        ","2024","08","05",19.6,,11.9,,16.3,,10.0,,0.7,,"W",,"9"
"249180160","BRENNA                        ","2024","08","06",22.2,,12.5,,16.9,,11.4,,,"9",,,"9"
"249180160","BRENNA                        ","2024","08","07",26.1,,10.2,,18.7,,8.1,,,"9",,,"9"
"249180160","BRENNA                        ","2024","08","08",27.0,,14.5,,19.6,,12.5,,13.1,,"W",,"9"
"249180160","BRENNA                        ","2024","08","09",23.7,,14.2,,18.4,,13.4,,,"9",,,"9"
"249180160","BRENNA                        ","2024","08","10",26.0,,14.5,,20.8,,12.5,,,"9",,,"9"
"249180160","BRENNA                        ","2024","08","11",27.8,,13.6,,21.6,,11.9,,,"9",,,"9"
"249180160","BRENNA                        ","2024","08","12",26.3,,11.5,,18.3,,9.7,,,"9",,,"9"
"249180160","BRENNA                        ","2024","08","13",27.7,,11.7,,19.5,,9.4,,,"9",,,"9"
"249180160","BRENNA                        ","2024","08","14",30.6,,12.6,,21.8,,9.4,,,"9",,,"9"
"249180160","BRENNA                        ","2024","08","15",28.8,,18.4,,24.0,,15.9,,,"9",,,"9"
"249180160","BRENNA                        ","2024","08","16",31.0,,15.3,,23.2,,13.4,,0.0,,"W",,"9"
"249180160","BRENNA                        ","2024","08","17",29.8,,17.4,,22.4,,16.2,,34.0,,"W",,"9"
"249180160","BRENNA                        ","2024","08","18",28.9,,15.9,,22.3,,13.7,,,"9",,,"9"
"249180160","BRENNA                        ","2024","08","19",23.7,,15.7,,19.6,,14.5,,1.0,,"W",,"9"
"249180160","BRENNA                        ","2024","08","20",24.4,,15.1,,19.6,,14.2,,,"9",,,"9"
"249180160","BRENNA                        ","2024","08","21",24.0,,14.9,,19.4,,13.6,,14.0,,"W",,"9"
"249180160","BRENNA                        ","2024","08","22",21.5,,9.3,,14.9,,8.2,,,"9",,,"9"
"249180160","BRENNA                        ","2024","08","23",28.1,,9.3,,18.3,,7.4,,,"9",,,"9"
"249180160","BRENNA                        ","2024","08","24",31.9,,9.4,,21.1,,12.5,,,"9",,,"9"
"249180160","BRENNA                        ","2024","08","25",33.7,,15.7,,25.0,,11.5,,14.4,,"W",,"9"
"249180160","BRENNA                        ","2024","08","26",24.7,,12.6,,17.9,,11.5,,0.0,,"W",,"9"
"249180160","BRENNA                        ","2024","08","27",24.2,,12.6,,18.7,,10.4,,,"9",,,"9"
"249180160","BRENNA                        ","2024","08","28",28.9,,13.4,,20.7,,10.5,,,"9",,,"9"
"249180160","BRENNA                        ","2024","08","29",29.8,,15.0,,21.7,,12.4,,,"9",,,"9"
"249180160","BRENNA                        ","2024","08","30",29.9,,13.5,,21.4,,10.5,,,"9",,,"9"
"249180160","BRENNA                        ","2024","08","31",26.3,,13.6,,21.2,,11.2,,,"9",,,"9"
"249190560","JAB£ONKA                      ","2024","08","01",23.3,,9.9,,16.4,,,"8",0.1,,"W",,"9"
"249190560","JAB£ONKA                      ","2024","08","02",23.9,,9.2,,16.3,,,"8",0.1,,"W",,"9"
